"","Estado","fecha","hosp_gral","cama_venti","venti_uci"
"1930","Durango",2021-07-31,71.92,54.23,100
"1931","Guanajuato",2021-07-31,14.76,7.53,36.84
"1932","Guerrero",2021-07-31,73.24,48.37,49.29
"1933","Hidalgo",2021-07-31,59.5,39,20
"1934","Jalisco",2021-07-31,53.2,41.2,52.05
"1935","México",2021-07-31,39.54,28.29,61.53
"1936","Michoacán de Ocampo",2021-07-31,48.29,22,5.26
"1937","Morelos",2021-07-31,49.49,37.32,37.62
"1938","Nayarit",2021-07-31,72.82,65.42,0
"1939","Nuevo León",2021-07-31,65.01,58.36,78.21
"1940","Oaxaca",2021-07-31,57.21,66.29,97.05
"1941","Puebla",2021-07-31,60.07,20.64,50.7
"1942","Querétaro",2021-07-31,40.31,22.59,68.18
"1943","Quintana Roo",2021-07-31,50.56,20.24,41.86
"1944","San Luis Potosí",2021-07-31,26.86,26.82,51.21
"1945","Sinaloa",2021-07-31,59.5,55.67,83.9
"1946","Sonora",2021-07-31,50.12,42.22,50
"1947","Tabasco",2021-07-31,32.57,30.72,43.07
"1948","Tamaulipas",2021-07-31,37.84,22.79,41.97
"1949","Tlaxcala",2021-07-31,36.11,36.66,0
"1950","Veracruz de Ignacio de La Llave",2021-07-31,57.66,34.61,55.96
"1951","Yucatán",2021-07-31,16.29,49.42,69.56
"1952","Zacatecas",2021-07-31,43.51,16.1,66.66
"1953","Aguascalientes",2021-08-01,32.45,15.57,32.43
"1954","Baja California",2021-08-01,25.13,19.54,23.52
"1955","Baja California Sur",2021-08-01,36.99,43.77,25
"1956","Campeche",2021-08-01,11.31,9.92,12.9
"1957","Chiapas",2021-08-01,13.65,18.31,6.97
"1958","Chihuahua",2021-08-01,17.24,19.23,31.57
"1959","Ciudad de México",2021-08-01,75.81,55.97,48.55
"1960","Coahuila de Zaragoza",2021-08-01,33.49,12.06,44.44
"1961","Colima",2021-08-01,95.09,95.23,100
"1962","Durango",2021-08-01,72.26,59.32,100
"1963","Guanajuato",2021-08-01,15.5,7.26,39.28
"1964","Guerrero",2021-08-01,71.06,44.84,46.96
"1965","Hidalgo",2021-08-01,59.17,43.26,33.33
"1966","Jalisco",2021-08-01,55.93,44.19,54.64
"1967","México",2021-08-01,43.47,26.41,65
"1968","Michoacán de Ocampo",2021-08-01,56.14,38.7,100
"1969","Morelos",2021-08-01,53.36,39.94,50
"1970","Nayarit",2021-08-01,74.03,68.57,50
"1971","Nuevo León",2021-08-01,68.87,61.49,76.89
"1972","Oaxaca",2021-08-01,61,64.58,91.89
"1973","Puebla",2021-08-01,61.14,23.11,51.89
"1974","Querétaro",2021-08-01,41.38,24.06,65
"1975","Quintana Roo",2021-08-01,48.16,23.07,45.45
"1976","San Luis Potosí",2021-08-01,36.51,34.32,55.81
"1977","Sinaloa",2021-08-01,57.56,60.07,83.69
"1978","Sonora",2021-08-01,57.42,44.18,56.25
"1979","Tabasco",2021-08-01,28.3,38.02,34.66
"1980","Tamaulipas",2021-08-01,38.23,24.87,44.31
"1981","Tlaxcala",2021-08-01,40.27,32.78,0
"1982","Veracruz de Ignacio de La Llave",2021-08-01,62.06,35.08,57.65
"1983","Yucatán",2021-08-01,16.94,47.09,66.66
"1984","Zacatecas",2021-08-01,45.45,18.25,72.22
"1985","Aguascalientes",2021-08-02,44.14,19.51,41.02
"1986","Baja California",2021-08-02,19.77,18.21,5.55
"1987","Baja California Sur",2021-08-02,35.31,45.49,25
"1988","Campeche",2021-08-02,11.35,7.14,6.25
"1989","Chiapas",2021-08-02,22.52,16.72,18.36
"1990","Chihuahua",2021-08-02,19.21,18.63,27.69
"1991","Ciudad de México",2021-08-02,76.05,68.9,76.81
"1992","Coahuila de Zaragoza",2021-08-02,31.38,13.72,21.73
"1993","Colima",2021-08-02,95.68,97.29,100
"1994","Durango",2021-08-02,80.8,72.85,100
"1995","Guanajuato",2021-08-02,15.19,7.45,42.3
"1996","Guerrero",2021-08-02,70.64,46.51,40.96
"1997","Hidalgo",2021-08-02,61.44,45.16,50
"1998","Jalisco",2021-08-02,56.27,46.37,53.84
"1999","México",2021-08-02,42.24,27.4,63.15
"2000","Michoacán de Ocampo",2021-08-02,46.51,17.91,4.34
"2001","Morelos",2021-08-02,56.02,40.05,48.97
"2002","Nayarit",2021-08-02,72.72,70.17,100
"2003","Nuevo León",2021-08-02,65.32,65.2,75.71
"2004","Oaxaca",2021-08-02,58.24,63.3,88.37
"2005","Puebla",2021-08-02,61.02,23.17,50
"2006","Querétaro",2021-08-02,42.1,24.19,65
"2007","Quintana Roo",2021-08-02,49.44,20.46,30.15
"2008","San Luis Potosí",2021-08-02,37.21,29.5,45.28
"2009","Sinaloa",2021-08-02,57.7,57.81,78.12
"2010","Sonora",2021-08-02,52.81,39.59,41.3
"2011","Tabasco",2021-08-02,29.46,38.37,31.5
"2012","Tamaulipas",2021-08-02,39.12,27.02,44.44
"2013","Tlaxcala",2021-08-02,43.05,35.59,0
"2014","Veracruz de Ignacio de La Llave",2021-08-02,62.27,38.52,51.64
"2015","Yucatán",2021-08-02,17.07,44.5,62.5
"2016","Zacatecas",2021-08-02,47.52,21.42,94.44
"2017","Aguascalientes",2021-08-03,43.75,18.54,35.89
"2018","Baja California",2021-08-03,21.22,16.98,8.1
"2019","Baja California Sur",2021-08-03,31.19,42.92,0
"2020","Campeche",2021-08-03,14.8,6.81,6.25
"2021","Chiapas",2021-08-03,23.71,17.89,32.2
"2022","Chihuahua",2021-08-03,18.85,16.98,29.23
"2023","Ciudad de México",2021-08-03,75.96,67.7,74.24
"2024","Coahuila de Zaragoza",2021-08-03,34.85,10,45.45
"2025","Colima",2021-08-03,90.82,73.21,100
"2026","Durango",2021-08-03,78.23,51.31,100
"2027","Guanajuato",2021-08-03,16.11,7.54,46.42
"2028","Guerrero",2021-08-03,76.5,50.98,45
"2029","Hidalgo",2021-08-03,64.88,44.77,52.94
"2030","Jalisco",2021-08-03,56.26,44.59,56.17
"2031","México",2021-08-03,45.96,25,68.42
"2032","Michoacán de Ocampo",2021-08-03,48.09,15.62,25
"2033","Morelos",2021-08-03,56.2,38.87,50.68
"2034","Nayarit",2021-08-03,70.9,72.22,100
"2035","Nuevo León",2021-08-03,64.57,66.6,78.1
"2036","Oaxaca",2021-08-03,53.92,59.48,91.11
"2037","Puebla",2021-08-03,63.19,23.7,50.61
"2038","Querétaro",2021-08-03,42.94,25.51,90
"2039","Quintana Roo",2021-08-03,51.21,20.62,32.81
"2040","San Luis Potosí",2021-08-03,40.92,26.77,50
"2041","Sinaloa",2021-08-03,59.72,54.45,82.41
"2042","Sonora",2021-08-03,52,42.28,47.91
"2043","Tabasco",2021-08-03,31.66,37.5,34.21
"2044","Tamaulipas",2021-08-03,35.45,26.94,42.57
"2045","Tlaxcala",2021-08-03,38.02,33.33,0
"2046","Veracruz de Ignacio de La Llave",2021-08-03,62.77,41.69,41.83
"2047","Yucatán",2021-08-03,16.81,43.01,56
"2048","Zacatecas",2021-08-03,50.49,24.59,88.88
"2049","Aguascalientes",2021-08-04,49.15,22.22,46.15
"2050","Baja California",2021-08-04,22.67,18.6,8.1
"2051","Baja California Sur",2021-08-04,26.68,45.9,0
"2052","Campeche",2021-08-04,15.59,10.6,3.33
"2053","Chiapas",2021-08-04,24.93,19.71,30.5
"2054","Chihuahua",2021-08-04,19.66,18,31.48
"2055","Ciudad de México",2021-08-04,77.63,69.31,78.86
"2056","Coahuila de Zaragoza",2021-08-04,33.1,11.39,36.36
"2057","Colima",2021-08-04,90.9,80.35,100
"2058","Durango",2021-08-04,74.8,55.78,97.36
"2059","Guanajuato",2021-08-04,19.43,7.58,40.38
"2060","Guerrero",2021-08-04,76.44,45.89,46.25
"2061","Hidalgo",2021-08-04,65.81,48.88,38.46
"2062","Jalisco",2021-08-04,56.6,49.62,55.43
"2063","Michoacán de Ocampo",2021-08-04,47.48,28.25,81.25
"2064","Morelos",2021-08-04,50,15.62,21.73
"2065","México",2021-08-04,59.99,41.62,50.34
"2066","Nayarit",2021-08-04,71.03,69.07,100
"2067","Nuevo León",2021-08-04,68.38,68.13,78.74
"2068","Oaxaca",2021-08-04,58.21,53.6,87.23
"2069","Puebla",2021-08-04,64.61,25.56,55.17
"2070","Querétaro",2021-08-04,43.61,24.69,90
"2071","Quintana Roo",2021-08-04,51.88,22.04,30.15
"2072","San Luis Potosí",2021-08-04,41.99,24.65,58.13
"2073","Sinaloa",2021-08-04,59.07,56.53,81.81
"2074","Sonora",2021-08-04,52.53,41.7,52.27
"2075","Tabasco",2021-08-04,32.79,44.89,41.02
"2076","Tamaulipas",2021-08-04,39.02,31.64,48.57
"2077","Tlaxcala",2021-08-04,49.25,37.09,0
"2078","Veracruz de Ignacio de La Llave",2021-08-04,65.42,41.37,48.51
"2079","Yucatán",2021-08-04,17.82,40.67,52
"2080","Zacatecas",2021-08-04,49.5,24.8,83.33
